corpus_id,score,date,source,article,has-event,has-location,has-space-type
847907,0.663512826,1845-05-31,star,"A DELEGATE MEETING was held in the Committee room under the Carpenters' Hall, on Sunday last; Mr. John Murray in the chair. Delegates from the following places were present:- Manchester, Mr. Rankin, Mr. Murray, and Mr. Sidney; Oldham, Mr. Aslem; Bolton, Mr. Pickrance; Heywood, Mr. Bell; Mossley, Mr. Waterhouse; Rochdale, Mr. Walkden. The minutes of the last meeting were read and confirmed; after which the following sums were paid to the secretary to be transmitted to the Executive:- Bolton, 6s. 7d.; Oldham, 7s. 7d.; Mossley, 2s. 10d.; Heywood, for four months, 7s. 4d.; Rochdale, for two months, 18s. 7d.; total, £2 1s. 4d. Four individuals from Rochdale, as their levy for Executive, 2s. The following resolutions were passed unanimously:- ""That the delegate meeting be held monthly, as usual."" ""That we, the delegates of South Lancashire, call upon all the lecturers and others who have taken part in the Chartist movement in this district to attend a meeting, to be held in the Carpenters' Hall, Manchester, on Sunday, the 8th of June, at ten o'clock in the morning, to consider the propriety of reorganising the district of South Lancashire."" ""That the levy for next month be one penny."" ""That we recommend camp meetings to be held."" ""That the next delegate meeting be held at Heywood, in the Chartist Association-room, Hartley-street, on the last Sunday in June, at ten in the morning."" ""That our secretary's bill be paid, with travelling expenses."" ""That we adjourn until the last Sunday",TRUE,TRUE,TRUE
619935,0.663268268,1849-02-24,star,"Our paper will be read by, and to, over six millions of the working classes of this country within a few hours after its publication; and now that the struggle has commenced between the Democracy and the Whig Government and its supporters, we invite the close attention of the working classes to the speech of Mr. O'Connor, which will be found in our first page; and as it is the custom of the people to have the most prominent part of the ""Star,"" read at their several meetings, they will be able to judge of newspaper justice when they contrast the report of that speech as delivered, with the report in the ""Times"" newspaper. Up to the time that the honourable Member for Nottingham was reminded by Sir GEORGE GREY that he had exceeded his hour, the ""Times"" devotes thirty-five lines to the speech, or little more than a line to every two minutes, while the reply of the official (Sir G. GREY), which did not exceed two minutes, occupies fifty-four lines, or twenty-seven lines to the minute.",TRUE,FALSE,FALSE
117387,0.659585476,1841-12-04,star,"GAIN £250,000,000 in taxation and monopoly. Why are the steam-lords opposed to your interests? Because they are enabled now to live upon your labour. The master who employs 1,000 hands, an O reduces wages from 16s. to 13s. a week, puts £2.50 a year in his own pocket! (Shame.) Hereby this man is enabled to speculate—to lose vast sums in speculation, and yet put a vast balance in his own pocket. One master pockets £31,000, and the Legislature gives £30,000 a year for National Education The drunkard will not vote for a drunkard, &c. but appoint some one who is a teetotaller, to watch over his rights while he was insensible or drunk. He gave his enemies of the press a carte blanche to speak what ill of him they could devise, but they could not say he was ever prosecuted but for libel. You may have Religious Liberty, but very unequal Civil Liberties. Mr. O'Connor concluded his long and interesting address, with a feeling response to the notice of the "" Repeal of the Union,"" in the address (which would be obtained by the same effort as the Charter.) The Duke of Wellington, poor old man, pledged himself to the peace of the nation! He, Mr. O'Connor, would do so, because on the peace rested the prosperity of the country. Mr. O'Connor eloquently denounced secret associations, spies, and physical force conspiracy. (Repeated cheers.)  Rev. W. V. Jackson was received with cheers Toast: ""The Exiled Patriots."" These are those who had long ago earned your affections, and I am happy that a committee has been formed to promote their restoration; but to their recall I look, mainly, for the gaining of the Charter.",TRUE,FALSE,FALSE
543406,0.659453452,1838-08-04,star,"On Wednesday evening last, a meeting was held in the Market Place, Dawsbury, called by the Poor Law Guardians of that Union, who wished to ask the ratepayers how they were to proceed in consequence of the conduct pursued towards them by the Chairman of their Board. A vast concourse of people were in attendance,",TRUE,TRUE,TRUE
38370,0.659072638,1838-08-25,star,"On Monday last, Dewsbury signalised itself by one of those mighty demonstrations against Whig oppression which are now becoming so general throughout the country. In consequence of the uncourtly conduct of Mr. Ingham, one of the Board of Guardians, at a former meeting of that body, and of the disturbances which afterwards ensued, a considerable degree of interest was excited as to the probable result of the next meeting. Perhaps, however, the timidity of Mr. Ingham on the one hand, and the number of soldiers, special constables, and metropolitan policemen, on the other hand, contributed more to excite the interest of the people, and to bring them together, than anything else. The facts of the late disturbance have already been laid before our readers. One of the consequences of that disturbance was a resolution on the part of the opposition Guardians, not to attend any meetings of the Board of Guardians, until they had memorialised Lord John Russell relative to the power of the Guardians as a body. Mr. Ingham could but obtain two other persons to act with him. Monday last was the day when the meeting of the Board of Guardians was to be resumed, and much excitement prevailed as to its result. Early in the morning, numbers of people were observed going towards the town in all directions; and a great concourse were assembled in the market-place, and near the school-room, where the Guardians were to meet.  Ten o'clock was the time of meeting. To prevent disturbances, great precaution had been used in providing sufficient force, and issuing orders to arrest all persons who were found in any way breaking the peace. Not less than about five hundred special constables were sworn in; to these were added, three troops of Lancers, consisting of forty-two soldiers in each troop; two troops of Royal Rifles, brought purposely from Hull, of forty in each troop, and",TRUE,TRUE,TRUE
168049,0.657200992,1848-02-12,star,"I proceeded thence to the Vale of Leven, where, although the weather was adverse, I addressed the largest meeting which has been held according to the authority of the committee, during the last seven years. The petition was adopted, and the Charter, as well as resolutions carried adverse to a militia force. Mr Rogers contended that it would be better to come out for the pure principle, instead of adopting the humbug cry of 'No vote, no musket,' but gave credit for the policy and tact of such a movement. I replied that the cry was no clap-trap, but a really sound and rational expression of principle. The risk of an invasion might be clap-trap, but the fact of a government compelling a man to perform a duty, whilst denying him the exercise of a right was a physical wrong, which ought to be morally resisted. That right was the suffrage, and until it was granted, we were justified in refusing to form a rampart around the property and persons of our oppressors. Ultimately all opposition was withdrawn, and the meeting terminated peacefully. The influence of such a meeting will be felt in the Vale, and ought not to be allowed to slumber. Scotland will exceed herself if a constant agitation is maintained, and I have no doubt, if I am followed by others, that a larger number of signatures, will be procured than ever yet were recorded in the 'land of mountain and of flood.'  I must now take my leave of the Vale of Leven, and proceed to the other districts of Scotland.",TRUE,TRUE,FALSE
51370,0.657058656,1843-08-19,star,"**GROSS ATTACK OF A COAL PROPRIETOR UPON MR. D. SWALLOW, THE AUTHORISED AGENT OF THE COLLIERS' UNION.**  A meeting of Colliers having been announced to take place at Hulton Lane Ends, near Bolton, Mr. David Swallow attended for the purpose of explaining the nature and objects of the Miners' Association. Upon his arrival he was informed that none of the publicans in the village durst allow the meeting to be held on their premises. Mr. Swallow therefore proceeded to make arrangements for addressing the Miners in the open air. He then discovered that a coal proprietor, and a magistrate of the name of Hulton, had taken measures both of a coercing and coercive nature, to prevent the attendance of his men; coercing, inasmuch as the coal king had descended from his high station, and paid for ale, and played at bowls with, those in his employ; coercive, as he had determined no meeting should be held. Mr. Swallow proceeded to address those about him, and had the gratification to find that the utmost good feeling prevailed among his audience, whose numbers augmented, notwithstanding the temptation of the ale and the bowls, till the square was deserted. He came running foaming with rage, and shouting at the top of his voice, ""I say, you, Mr. Swallow, you must not preach here; if you are not off instantly I shall give you in charge of the police, for I have received orders not to allow public meetings in the thoroughfares."" Mr. Swallow then asked him ""upon what authority he was acting?"" He said ""he was a magistrate, and it was his duty to disperse all meetings."" Mr. Swallow replied, ""there was not any obstruction, either for carriages or foot passengers""; and respectfully asked, ""what reason Mr. Hulton could assign for",TRUE,TRUE,TRUE
814774,0.655571461,1846-07-04,star,"A meeting of the members of this branch of the Chartist Co-operative Land Society was held in the City Hall, Mr. Caughlan in the chair. The balance sheet having been read, Mr. Wright moved, and Mr. Hewitson seconded, that it be received. Carried. Mr. Wright moved, and Mr. Fidge seconded— That the members of this locality have implicit confidence in Mr. O'Connor, and we hope that he will continue to fill the office of deputy treasurer. Elijah Nobbs, Sub-Secretary.  A TRULY PLEASANT DEMOCRATIC VOYAGE.—We understand that the fast-sailing vessel—"" Working Man's Union,"" continues to leave the Weigh Bridge, Paddington, every Sunday morning, at nine o'clock, and proceeds with her passengers and crew, to enjoy the healthful breezes and delightful scenery of Greenford Green, Harrow Hill, &c., &c. The fares we are informed are but sixpence each, the proceeds to be devoted to the building of a democratic school.",TRUE,FALSE,TRUE
247102,0.653189719,1843-06-24,star,"Firstly, however, allow me to take a view of the past; as in the length of time that has transpired since the arrests in September last, the public mind may have lost sight of the question - as a whole. Having escaped the snare that was laid for me, I may now make a free declaration of the amount of expenditure of which the Conference Delegates were guilty. Let matters of this kind end as they may whether successfully, at an amount of expense which might be spared, or disastrously - you as a thinking body ought to demand some satisfaction for the large amount of money drawn from you for legal purposes. As one of the delegates to that Conference, I assure you, upon my word, upon my honour, and upon my oath, that everything done at it was published in the Star of the following Saturday; and in as deliberations it had no more to do with any other body, with any conspiracy, or with any secret association, than our body has to do with the Anti-Corn Law League! Nevertheless and notwithstanding our innocence, had the arrests been made in time to have ensured the trial of the parties at the Special Commission at Liverpool, I have no heistation in saying, that many of those who were tried at Lancaster would have been transported!! I know that you have arrived at that period of thought when you would not esteem the man who sure for having committed himself; and therefore, rather having yet been charged with a single infraction of my own, I feel myself bound, now that the battle is over,—and especially as the country is led to suppose that I was the ""great offender,"" the man who had entrapped my dupes,—to assure you that I had neither hand, act, or part in the harrowing up of that placard entitled ""The Extreme Placard,"" that I never heard of",FALSE,FALSE,FALSE
231765,0.652900696,1842-02-12,star,"OLD ABERDEEN.—On Wednesday night week, a public meeting was held in the Teetotal Hall, High-street, for the purpose of forming a Chartist Association, at eight o'clock. The Hall was crowded. Mr. William Adams was called to the chair, who opened the business in an appropriate and pithy address, and introduced Mr. Nicolson, from Aberdeen. Mr. Nicolson delivered an address on the present state of the country, &c., and sat down warmly applauded. Mr. Archibald Macdonald then explained the principles of the Charter, and was followed by Mr. James Macpherson, who delivered a powerful address on the necessity of uniting in one common bond of union to overturn the unjust system of things which now exists. A gentleman named Mr. Gibb then put some questions to the speakers, which were answered to his seeming satisfaction. The National Petition, and copies of the Charter, were distributed, and an Association formed. A vote of thanks was given to the Chairman, and the meeting separated.  CHESTER.—Mr. Christopher Doyle lectured here on Thursday night week, at seven o'clock, in the Chartist Meeting Room, Steam Mill-street. Admission gratis, and free discussion was invited. The room, which will hold between 300 and 400 persons, was crowded. Thanks were voted to him at the close, and eight new members were enrolled. The National Petition was adopted at a public meeting on Monday night last.",TRUE,TRUE,TRUE
903178,0.65128231,1844-04-06,star,"WOLVERHAMPTON.—On Tuesday evening, the 2nd inst., a public meeting of the Tailors of this town, convened by placard, was held at Mr. Stoke's, Blue Ball Inn, Bilston-street. Mr. John Humber was unanimously called to the chair, and addressed the meeting in an appropriate speech, observing that their object was to co-operate with the Metropolitan Association, which had been formed for the purpose of uniting in one common bond the entire of the journeymen Tailors in the United Kingdom. He trusted on this occasion all would be found ready to aid in this great cause. The following resolutions were then unanimously passed:— 1st. Moved by Mr. Berry, seconded by Mr. Evans—""That, in the opinion of this meeting, the system of out-door working acts in a most injurious manner to the Trade in general. We, therefore, resolve to support the Metropolitan Trade Protection Association, and use our best endeavours to disseminate the protective principles in all parts of the United Kingdom, believing it to be the only means of counteracting the present system of unprincipled competition."" Moved by Mr. Dimberlize, seconded by Mr. Crawford, ""That an association be now formed to be called 'the Wolverhampton Tailors' Trade Protection Association."" Moved by Mr. Lloyd, seconded by Mr. Adams, ""That this meeting return their sincere thanks to the Northern Star, Lloyd's London Weekly Newspaper, the Midland Observer, and the other portion of the press that have advocated the rights of labour."" ""That a committee be now formed to carry out the object of this meeting."" A petition enumerating many of the evils under which the trade labours, having been read by the Chairman, was unanimously adopted. The thanks of the meeting having been voted to",TRUE,TRUE,TRUE
56355,0.649374783,1841-12-04,star,"ALFRETON.—We held our weekly meeting on Sunday night last, when a large number of members were present, Mr. Williamson being called to the chair. After the local business, the case of Mr. Benbow v. Dr. McDouall was read, which elicited a warm and animated discussion. When matters had a little subsided, Mr. Gamble brought forward the following resolution, which was seconded by Mr. Topham, and carried:—“That this meeting views with abhorrence all attempts to create disunion in the Chartist ranks, and that the attempts to injure the character of Dr. McDouall are weak and unfounded, and calculated to injure the people’s cause; and further, this meeting places unbounded confidence in Dr. McDouall, as an unflinching advocate of the people’s rights and liberties.”  NORTH SHIELDS.—The National Petition was adopted here at a public meeting on Monday. Messrs. Cockburn and Fualough, from Newcastle, addressed the meeting with much effect. Several new members were enrolled.  ABERGAVENNY.—The cause goes on well here. Weekly meetings are regularly held, and lectures had as often as we can get them. We need help, and we beg to remind all Chartist lecturers passing this way, that our Secretary lives in Grofield.  BACUP.—Messrs. Linney and Marsden have been lecturing here with much effect.  SCARBOROUGH.—Mr. Stallwood lectured at the Chartist itoom, in Dumpling-street, on Monday evening, to the great satisfaction of a very numerous audience. After the lecture the National Petition was adopted, and many signatures were affixed.",TRUE,TRUE,TRUE
628661,0.645798087,1848-01-29,star,"But the Westminster reviewer further convicts himself. He admits, that not only are the people acquiring political intelligence, but political power also. “This degraded population,” says he, “is acquiring, at an immensely rapid rate, such a portion of the political power of the country, as, coupled with its previous command of the physical force, will, at no distant period, give the real mastery of England to the violent part of the working classes and their representative.” In proof of this, he instances the Chartist triumphs at the recent municipal elections, particularly at Sheffield, where the working men “placed nine partisans of their own in the corporation.” He predicts that November, 1848, will witness a still great number of popular victories; and, looking “seventy years” forward, he asks, “What will be the condition of England, if the leading corporations, with their local influence, power of taxation, connexion with the courts of civil justice, the town charities, and the Parliamentary representation, be wielded by the uneducated classes?”",FALSE,FALSE,FALSE
360129,0.644426942,1842-07-23,star,"A letter from Newcastle-under-Line, dated July 14th, says—"" I arrived here last night from Stafford. On entering the town, I found it more like a garrison than any thing else. Last night the colliers came into the town in hundreds, and caused great commotion. So great was the alarm, that the troop of Newcastle Yeo-manry Cavalry were called out, and stationed at the Duke of York and other public-houses. To-day the colliers arrived in large numbers, and commenced levying contributions on the inhabitants of Lane-end, or Longton. They visited and stopped all the works at which any men were employed, and took out several of the men who were at work, and ducked them in a pond; and when remonstrated with by the magistrates on the impropriety of their conduct, the answer they gave was, that it would be better for them to be shot than see their children starve. At this moment, I understand, the town of Longton, which is four miles from here, is in great confusion, and much fear is entertained for the result of to-night. The Newcastle troop has just marched out, headed by, they say, fifteen magistrates, amongst whom are Captain Power and the Reverend Mr. Sneyd. Two troops of the 12th Foot have also arrived from Weedon barracks by express, and what the result of to-night may be God only knows. I wish I was at ——, out of the noise. The people here are in much distress, but it is to be regretted that the poor people cannot see they are only increasing their difficulties; but it is folly to reason with starving men. In Stafford and all the adjoining towns I found similar distress. I do hope Parliament will not separate without doing something to relieve the distress. If they do, take my word there will be one traveller",TRUE,TRUE,TRUE
289236,0.644135833,1847-05-22,star,"That a branch be established in aid of the Land and Labour Bank; and that a committee be elected, to prepare a code of rules to be laid before a meeting of members on Sunday evening, May 30, at half-past six o'clock.  That the thanks of this meeting are given to Feargus O'Connor, Esq., for his excellent address to the allottees at O'Connorville, and his noble reply to those who object to the members selling their prizes, and the like thanks be given to the Directors generally, for their perseverance in carrying out the objects of the Company.  Norwich.—Mr C. Doyle lectured at the Pewter-Platter on Tuesday evening, May 18th, to a very attentive audience, on the Condition of the Labouring Classes of the United Kingdom. At the conclusion of the lecture, Mr King spoke of the apathy of the great majority of the people, and particularly the Land members, in not joining the in Chartist Association. After speeches from Mr Tapp and two other persons, a vote of thanks was awarded to the lecturer. It was announced that Mr T. Clark would lecture in the same place on Tuesday evening, June 1st.  Ragland.—A branch of the National Land Company was formed here on the 17th inst.  Sherriff.—A special meeting of the members of the Land Company was held on Monday evening, in the Democratic Temperance-room, 33, Queen-street, to consider the question of allottees being allowed to sell their allotments. Mr Joseph Billings was called to the chair. After a few remarks Mr Briggs moved the following resolution, which was carried unanimously:—  That this meeting is of opinion that the fortunate allottees have a perfect right to sell their prizes, if they choose; believing, as we do, that instead of being an injury to the Society",TRUE,TRUE,TRUE
32475,0.644126534,1845-11-08,star,"Mr. J. SWEET, Nottingham, acknowledges the receipt of 2s. for the Executive, from Beeston, Notts.  THE DUNDEE PALS AND THE DUNDEE MILLOCHRATS.— To the editor of the Northern Star.—Mr. Editor,—The regard you testify for the working classes, whose physical and moral condition you are constantly endeavouring to ameliorate, is one of those rare and glorious exertions which renders still more conspicuous the baseness of the press in general. There is, sir, in Dundee, no less than three newspapers, one of them published twice a week; not one of them has the straightforwardness to expose the villainy practised by some of the millowners here. At the Hillbank works, one of the largest establishments of flax spinning in this quarter, it has been the practice for a long time past, notwithstanding the Factory Act, to keep the hands working a long time beyond what the Act allows. For this violation of the law Mr. Blackie was fined the sum of £20, but, sir, not one word of this appeared in the local newspapers. True, the editors reported a similar case that happened about Peterhead, but Peterhead being such a distance from Dundee, the master of a woollen factory there could not be likely to say to a Dundee editor, “Come, Mr. Editor, you and I must spend this evening together, over a bottle of wine. You, I trust, will keep this unpleasant affair of mine out of your paper.” There is another total violation of principle committed by a flax spinning company here, that has been left unnoticed by the Dundee editors. A rise of wages has been obtained by the spinners in a number of works. Those employed by Baxter and Brothers refused to work, unless they had a like rise. What think you, sir, was the consequence?",FALSE,FALSE,FALSE
871464,0.644044995,1839-03-09,star,"the hands of the ratepayers, in order to throw it into the keeping of the Poor Law Commissioners. The people, wherever power was vested in them, evinced a disposition to act for themselves. The old boot was nearly worn out; the Reform bill had unintentionally given a little power in cases of some local appointments, which, however, during the present (which may be justly termed the vamping centralizing) session, has been most unceremoniously wrenched from them, and this by a Reformed, high-sounding, pledge-bound, abuse-denouncing, right-defending, people-loving Parliament. The indirect protection which the non-electors had against the haughty, undigested acts of the representatives of that trustee, the electors, has been taken from the people. It was their last remaining hope—their chief of appeal—and now let them more strenuously than ever seek for direct representation through their own chosen members. During the first session of the Reformed Parliament, and when the moon was occupied in the presentation of and discussion upon petitions, the country became alive to the value of these discussions, founded, not upon farcical and side-wind resolutions and motions, but upon actual grievances, and the sufferers' delineation of those grievances, till the ""suppression of those feelings, by which the Whigs were flung into office"" became necessary for the preservation of the power of those very Whigs;—a most apt illustration, truly, of the Whig method of disseminating useful knowledge, by shoving the most useful of all knowledge—namely, complaints from the oppressed millions—into a bag, hooked to the table of the House of Commons. The Whigs were right, however; for we have often asserted, and we now repeat, that more light was thrown upon the system of",FALSE,FALSE,FALSE
282847,0.644025564,1843-04-08,star,"had said last week, in his speech in the Market-place, that unless they could get a man worthy of their support, he himself would go to the poll, and he now begged to tell Mr. Gisborne that he must give them a better account of the Charter— (hear, hear, and cheers). These were trying times, but Mr. Gisborne had given them nothing but a hodge-podge detail of Bishops of Jerusalem and Ecclesiastical Courts, while they wanted the Charter as the lever by which the corruption of State might be overthrown—(cheers). He supposed Mr. Gisborne had given the assurance he required on behalf of the Chartists to the leaders of their party; but was he now ashamed to publicly acknowledge his promise to support the Charter ?—(hear). Mr. O'Connor then charged both Whigs and Tories with oppression and self-seeking, and went on to say that the Chartists ought not to take up the cudgels for any adherent to either party, but only for such a candidate as was a confirmed friend of Annual Parliaments, Universal Suffrage, Vote by Ballot, Electoral Districts, No Property Qualification, and Payment of Members. Some allusion had been made to the Poor Law, and to give honour where honour was due, he gave praise to Mr. Walter for his opposition to that measure, and acknowledged that Mr. Walter had likewise done something to set his (Mr. O'Conor's) house in order—the prison—(laughter). But supposing he had done this and more, it was all of no value taken sectionally; the people must have the power of making the laws, and then no poor laws could exist—(cheers). The burdens which now crushed the people to the earth would be removed, and happiness would be restored to the land. He thought,",TRUE,FALSE,TRUE
1079012,0.643223941,1859-03-12,leader,"Colonel Tyndale, M.P., addressed the electors of Bridgewater this week upon the Government Reform Bill, and the assembly adopted a petition to Parliament against it. At Brighton and Houghton similar measures have been taken.  On Wednesday a crowded meeting, to consider the bill, was held at Southampton, at which Mr. Weguelin was catechised by his constituents. Resolutions in favor of the ballot were carried. At Wakefield, on the same day, 1,200 persons met and adopted a petition against the Government measure. At this meeting lists containing the names of nearly 600 county voters who would be disfranchised by the passing of the bill were circulated. On Wednesday, at Glasgow, a ""conference of Reformers"" was held, which passed condemnatory resolutions on Woolwich has pronounced against the bill, and a great aggregate meeting is arranged to be held in that district. Meetings have also been held during the present week at Glossop, Macclesfield, Kendal, and Greenock, at all of which the Government bill was denounced as insufficient, and a large measure of reform demanded. Stockport, Bolton, Worcester, Bristol, and Paisley, are preparing to hold meetings with a similar object.  On Thursday a meeting of members of Parliament entertaining liberal opinions connected with the representation of Ireland, was held in No. 12 Committee-room of the House of Commons. The meeting was convened ""to take into consideration the question of reform in the representation of the people of Ireland."" A strong opinion, however, was expressed hostile to the Government measure prepared for England and Wales.",TRUE,TRUE,TRUE
322016,0.639183283,1850-01-19,star,"Your opponents would now base national prosperity upon the large surplus of money now in this country; but was there ever a greater anomaly than idle land, idle labour, and idle money, with bastiles full of UN-WILLING IDLE PAUPERS? There is now a strong agitation springing up in London, while I regret to say that the bees in the Northern Hive do not even buzz, as they are satisfied with their temporary activity; and they may rely upon it that some tinkering legislative measure will be based upon their satisfaction.  I have often told you, that I would never resist any movement that was calculated to confer any benefit upon you, and, therefore, I have cordially co-operated with the Parliamentary Reform Association. Meantime, if I do undertake the task of giving you public instruction—and if in that capacity I should fail to discharge my duty faithfully—you would naturally look upon me with contempt.  For this reason, then, I beg to call your critical attention to Mr. Scholefield's anticipated hope from the Freehold Land system, at a meeting held at St. Pancras, on Tuesday night, and I will give you but a very few extracts. He said:—",TRUE,TRUE,FALSE
709754,0.636151195,1843-12-16,star,"EMERR'S BRIGADE.—A public meeting, in favour of the People's Charter, will be held at the Bricklayers' Arms, Homer-street, New Road, Mary-lebone, on Monday evening next, the 18th inst., at eight o'clock precisely. Messrs. Mantz and Davoé will attend.  MR. SKELTON will deliver a lecture at the Standard of Liberty, Brick-lane, Spitalfields, on Sunday evening next, the 17th inst., at half-past seven precisely.  SOMERS' TOWN LOCALITY.—On Sunday evening next, Mr. Mee will lecture at Mr. Dudbridges, Bricklayers' Arms, Tonbridge-street, New Road.  MR. HUNNIBALL, of Stafford, will deliver a lecture on Sunday, the 17th inst., at the Golden Lion, Dean-street, Soho, on the causes of the Revolutions of Greece and Rome.  LONDON DISTRICT COUNCIL.—This Council will meet at the City of London Political and Scientific Institution, Turnagain Lane, on Sunday afternoon next, the 17th inst., at three o'clock precisely.  CAMBERWELL.—A public meeting will be held at the Cook Tavern, Camberwell Green, on Tuesday next, the 19th inst., at eight precisely.  HAMMERSMITH, NOTTINGHILL, AND THEIR VICINITIES.—The Chartists and their friends of the above places are most respectfully requested to attend a meeting at the Black Bull Inn, Hammersmith Road, on Tuesday evening next, the 19th inst., at eight precisely, on business of great importance.",TRUE,TRUE,TRUE
501025,0.63543123,1841-02-06,star,"SALFORD.—On Sunday evening last, Mr. Sheares, from Brown-street, Manchester, lectured. The cause is thriving well here. A memorial to Lord Normanby, concerning Mr. O'Connor, will be forwarded this week. The room of the Association is open every Saturday evening. The Association here wishes to know from the Executive when the National Delegate meeting will take place; or whether they intend holding office another year. They see no reason why the Executive should not have obeyed the rules laid down by the Delegate Meeting that elected them. The Salford Association considers such election of a fresh Executive ought not to have been postponed. A vote of thanks was given to Messrs. Markham and Seal, of Leicester, for refusing the invitation of O'Connell. The Committee of this Association is now very active; they have started a library, and hope their friends will assist them to enlarge it.  BERMONDSEY.—A Movement among the Working Classes.—We understand that a large Chapel, at Dock Head, Bermondsey, London, is to be opened next Sunday evening, the 7th instant, for the purpose of delivering lectures to the working classes, on moral and religious subjects, to promote kindly and social feelings amongst all sects and parties, and to consider the propriety of opening Sunday and day schools for their children. This is just arising up to the advice of Sir Robert Peel, by taking their affairs into their own hands. What will the Bishops do with such disorderly members! We hope our Chartist friends will give these meetings their countenance and support.—Corres-pondent.",TRUE,TRUE,TRUE
406798,0.634964705,1842-05-07,star,"The Times, and other Tory papers, were not wanting in their cautions to the people that it was illegal for them to go to their own house to present their own petition, and impressing upon them the heavy nature of the penalties they would incur; but, unfortunately, as but few of the class interested indulged themselves in reading the lucubrations of these sapient journalists, their labour of love, and their well meant advice, was entirely disregarded.  Another class of men, professing to have imbibed the Chartist principles, were not wanting in their denunciations of such wanton and useless expenditure of money; it was time, they affirmed, that all such gewgaws as music and banners, for such a purpose, should be thrown aside, and that men should become the intelligent, the high-minded beings, which they supposed themselves to be. These men being a century in advance of their fellow men; their voice was lost in the far distance from whence it had to echo, and only some alight reverberations of it ever reached the ears of the thoughtless multitude, who seemed determined that day to fight their enemies with their own weapons of “tinselled glitter and idle pomp,” and the result will prove that they acted wisely and well; that they inoculated thousands with the spirit of Chartism to whom it had previously been a dead letter; and demonstrated to their late Whig undertakers that they were neither dead nor slumbering—that the spirit which animated their breasts was too subtle ever to be confined by a Whig Attorney-General, too elastic to be bound by any doctrine of Whig finality.  On Monday morning all promised well—the sun shone gayly—and thousands were seen assembling together in their local divisions, previous to commencing their march to the central appointments. By nine o'clock",TRUE,FALSE,FALSE
275917,0.634258509,1838-05-26,star,"Slavery of every kind can be effectually abolished; but now that we have the encouragement of a majority of three, we feel some slight revival of hope, even under present circumstances. LORD JOHN RUSSELL tells the House imperiously that the vote is an infringement of an act of Parliament. ""Fool"" why what is any vote? What was the ""Reform Bill"" but a wholesale repeal of the Constitution? What was the vote upon the Catholic question, but the repeal of several Acts of Parliament? What is the title to the Bedford property, but the repeal of an Act of Parliament? But then, say the Ministers, ""You break faith with the planters."" No such thing: the planters and the servile Magistrates have broken faith with the country, and have violated the Act of Parliament. ""Wait"" say the cold-blooded politicians, ""for twenty-four short months, and emancipation will be complete."" We say no such thing: for the hourly aggressions practised by the planters and the Magistrates will debase the minds of the slaves, and make them more unprepared for freedom, and then we shall hear of the ignorance of the blacks; or maybe, an Administration unfriendly to the freedom of the slave would be in office, or that some mighty foreign or domestic consideration may direct public attention to matters of apparently more moment, and thus would slavery still curse the land and enrich the flesh-merchant. Is it because England, in her love for freedom, has been disappointed with the Emancipation project, that, therefore, we are to rest satisfied with abuses which we dreamt not of? No, back we cannot go, stand still we must not, and therefore, with a long pull, a strong pull, and a pull altogether, let us pull down this temple of abomination, and in our own misery let us test our love of freedom",FALSE,FALSE,FALSE
686926,0.634043872,1841-10-09,star,"care not about the oft-told tale of the Corn Law repealers that wages are not operated upon by the rise or fall in the price of food. They may raise a question on this point if they please, but here was an outstanding fact not to be controverted, that masters would always have the control over wages, so long as there was a redundancy of hands in the market, and with a repeal of the Corn Laws there must of a certainty be an ingress, to a considerable extent, of farm labourers into the manufacturing market. What with this fact and the other operating causes of poverty—of competition between master and machinery superseding manual labour, there was little prospect of the working men being benefitted by a repeal of the Corn Laws, and not until they had a voice in the senate regulating their own affairs. The manufacturers say they cannot compete with foreigners and he could not see how they would be better able to do so without reducing wages. In reference to a part of the motion which had been passed—he wished the members of Parliament had to subsist on the factory child's wages of 15d. a week until they introduce some practical and effective measure for the good of the people. He asked the Anti-Corn Law Association in what better situation they are than the Radicals who can command a mi-nority of forty-six, while the Corn Law repealers were in a minority of ninety-two. He asked them how they stood in reference to the Duke of Buckingham, the Duke of Wellington, and Sir Robert Peel, and urged them to abandon the factions of Whig and Tory and join the great party of the people. The Duke of Buckingham tells the Corn Law repealers that he is unchanged as to the Corn Law question. The Duke of Wellington informs the people in substance, that the repealers are too idle to work—that they are raising",FALSE,FALSE,FALSE
827577,0.633827925,1842-03-05,star,""" Apparently (the italics are his own) extended the right hand of political fellowship and bent the knee of politick! obdience to the disciples and paid agents of the monopoly-supporting Feargus O'Connor—to the approvers of the blood-spilling Frost, Williams, and Jones, and to the perpetrators of the Tory-fermented disturbances at anti-Corn Law meetings. The rationalist and consistent Reformers of this borough are no more Chartists or less resolute Corn Law Repealers than ever they were.""  Now, then, Chartists ! what say you to your new allies ! Did we not tell you that they were "" pigs with soaped tails""? ! Wolverhampton is not the only instance of this honourable dealing of the new converts to Chartism and "" Complete Suffrage."" At Huddersfield, in like manner, they sought to carry with them popular support by uniting the Suffrage with the Corn Law question, in precisely like manner—as a means to an end. Their sincerity here, as at Wolverhampton, appears in its true light when viewed in connection with the following placard, plentifully distributed on the day of meeting:—",FALSE,FALSE,FALSE
